"District","Party","Percentage","validVotesPercentage","Votes","Council","District"
"Sande e São Lourenço do Douro","PS",32.24,33.84,375,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","B.E.",4.73,4.96,55,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","CDS-PP",4.04,4.24,47,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","R.I.R.",2.24,2.35,26,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","PAN",1.89,1.99,22,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","PCP-PEV",1.55,1.62,18,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","IL",0.86,0.9,10,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","PCTP/MRPP",0.69,0.72,8,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","L",0.52,0.54,6,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","CH",0.34,0.36,4,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","JPP",0.34,0.36,4,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","MPT",0.26,0.27,3,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","A",0.17,0.18,2,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","PPM",0.17,0.18,2,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","PURP",0.17,0.18,2,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","NC",0.09,0.09,1,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","PNR",0.09,0.09,1,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","MAS",0,0,0,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","PDR",0,0,0,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","PTP",0,0,0,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","PS",38.94,40.74,484,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","PPD/PSD",36.12,37.79,449,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","B.E.",7.4,7.74,92,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","CDS-PP",3.3,3.45,41,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","PAN",2.49,2.61,31,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","PCP-PEV",2.33,2.44,29,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","R.I.R.",1.37,1.43,17,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","IL",0.88,0.93,11,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","CH",0.72,0.76,9,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","L",0.56,0.59,7,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","PCTP/MRPP",0.4,0.42,5,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","PDR",0.24,0.25,3,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","MPT",0.16,0.17,2,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","NC",0.16,0.17,2,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","PNR",0.16,0.17,2,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","PPM",0.16,0.17,2,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","A",0.08,0.08,1,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","PTP",0.08,0.08,1,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","JPP",0,0,0,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","MAS",0,0,0,"Marco de Canaveses","Porto"
"Várzea, Aliviada e Folhada","PURP",0,0,0,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","PS",38.94,40.01,713,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","PPD/PSD",36.16,37.15,662,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","CDS-PP",6.44,6.62,118,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","B.E.",5.08,5.22,93,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","R.I.R.",4.26,4.38,78,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","PCP-PEV",2.13,2.19,39,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","PAN",1.26,1.29,23,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","IL",0.49,0.51,9,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","A",0.38,0.39,7,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","PCTP/MRPP",0.38,0.39,7,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","L",0.33,0.34,6,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","PURP",0.33,0.34,6,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","CH",0.27,0.28,5,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","JPP",0.27,0.28,5,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","PDR",0.16,0.17,3,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","PNR",0.16,0.17,3,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","PPM",0.11,0.11,2,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","PTP",0.11,0.11,2,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","NC",0.05,0.06,1,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","MAS",0,0,0,"Marco de Canaveses","Porto"
"Vila Boa de Quires e Maureles","MPT",0,0,0,"Marco de Canaveses","Porto"
"Custóias, Leça do Balio e Guifões","PS",41.2,42.91,9276,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","PPD/PSD",24.27,25.28,5464,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","B.E.",12.27,12.78,2762,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","PCP-PEV",5.74,5.98,1293,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","PAN",4.31,4.49,970,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","CDS-PP",2.08,2.17,469,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","IL",1.42,1.48,319,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","L",0.88,0.91,197,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","CH",0.74,0.77,167,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","PCTP/MRPP",0.64,0.67,144,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","R.I.R.",0.61,0.64,138,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","A",0.45,0.47,101,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","PURP",0.24,0.25,53,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","NC",0.22,0.23,50,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","PNR",0.21,0.22,48,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","MPT",0.18,0.19,40,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","PDR",0.18,0.19,41,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","PTP",0.14,0.15,32,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","PPM",0.1,0.11,23,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","JPP",0.09,0.09,20,"Matosinhos","Porto"
"Custóias, Leça do Balio e Guifões","MAS",0.05,0.05,11,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","PS",35.27,36.45,9241,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","PPD/PSD",32.41,33.5,8492,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","B.E.",10.3,10.65,2700,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","PCP-PEV",4.65,4.8,1218,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","PAN",3.84,3.96,1005,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","CDS-PP",3.16,3.26,827,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","IL",2.83,2.93,742,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","L",1.21,1.25,316,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","CH",0.62,0.64,162,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","A",0.56,0.58,146,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","R.I.R.",0.48,0.5,127,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","PCTP/MRPP",0.39,0.41,103,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","PURP",0.18,0.19,48,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","MPT",0.17,0.17,44,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","NC",0.16,0.16,41,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","PNR",0.16,0.16,41,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","PDR",0.1,0.11,27,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","JPP",0.09,0.09,23,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","PPM",0.09,0.09,23,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","PTP",0.08,0.08,21,"Matosinhos","Porto"
"Matosinhos e Leça da Palmeira","MAS",0.01,0.01,3,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","PS",42.13,43.95,6081,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","PPD/PSD",25.91,27.03,3739,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","B.E.",10.61,11.07,1531,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","PCP-PEV",4.37,4.56,631,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","PAN",4.14,4.32,597,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","CDS-PP",2.55,2.66,368,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","IL",1.29,1.34,186,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","R.I.R.",0.77,0.8,111,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","CH",0.72,0.75,104,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","L",0.71,0.74,103,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","PCTP/MRPP",0.57,0.59,82,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","A",0.38,0.4,55,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","PDR",0.3,0.31,43,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","PNR",0.27,0.28,39,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","MPT",0.26,0.27,38,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","PURP",0.25,0.26,36,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","NC",0.17,0.18,25,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","JPP",0.15,0.15,21,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","PPM",0.15,0.16,22,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","PTP",0.11,0.12,16,"Matosinhos","Porto"
"Perafita, Lavra e Santa Cruz do Bispo","MAS",0.05,0.05,7,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","PS",35.01,36.34,9639,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","PPD/PSD",28.43,29.51,7827,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","B.E.",13.11,13.61,3610,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","PCP-PEV",6.18,6.42,1702,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","PAN",4.32,4.48,1188,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","CDS-PP",2.53,2.62,696,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","IL",2.01,2.08,552,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","L",1.21,1.25,332,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","R.I.R.",0.68,0.71,187,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","CH",0.65,0.67,178,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","PCTP/MRPP",0.54,0.57,150,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","A",0.42,0.43,115,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","PNR",0.24,0.25,65,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","NC",0.21,0.22,58,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","MPT",0.19,0.2,52,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","PURP",0.17,0.18,48,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","PDR",0.14,0.14,38,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","PTP",0.1,0.11,28,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","JPP",0.09,0.1,26,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","MAS",0.06,0.06,16,"Matosinhos","Porto"
"São Mamede de Infesta e Senhora da Hora","PPM",0.06,0.06,17,"Matosinhos","Porto"
"Carvalhosa","PPD/PSD",39.92,41.97,865,"Paços de Ferreira","Porto"
"Carvalhosa","PS",34.38,36.15,745,"Paços de Ferreira","Porto"
"Carvalhosa","B.E.",7.25,7.62,157,"Paços de Ferreira","Porto"
"Carvalhosa","CDS-PP",4.29,4.51,93,"Paços de Ferreira","Porto"
"Carvalhosa","PAN",2.22,2.33,48,"Paços de Ferreira","Porto"
"Carvalhosa","PCP-PEV",2.17,2.28,47,"Paços de Ferreira","Porto"
"Carvalhosa","R.I.R.",1.57,1.65,34,"Paços de Ferreira","Porto"
"Carvalhosa","IL",0.69,0.73,15,"Paços de Ferreira","Porto"
"Carvalhosa","L",0.55,0.58,12,"Paços de Ferreira","Porto"
"Carvalhosa","A",0.46,0.49,10,"Paços de Ferreira","Porto"
"Carvalhosa","CH",0.42,0.44,9,"Paços de Ferreira","Porto"
"Carvalhosa","PCTP/MRPP",0.37,0.39,8,"Paços de Ferreira","Porto"
"Carvalhosa","JPP",0.14,0.15,3,"Paços de Ferreira","Porto"
"Carvalhosa","PNR",0.14,0.15,3,"Paços de Ferreira","Porto"
"Carvalhosa","PTP",0.14,0.15,3,"Paços de Ferreira","Porto"
"Carvalhosa","MAS",0.09,0.1,2,"Paços de Ferreira","Porto"
"Carvalhosa","MPT",0.09,0.1,2,"Paços de Ferreira","Porto"
"Carvalhosa","NC",0.09,0.1,2,"Paços de Ferreira","Porto"
"Carvalhosa","PDR",0.09,0.1,2,"Paços de Ferreira","Porto"
"Carvalhosa","PURP",0.05,0.05,1,"Paços de Ferreira","Porto"
"Carvalhosa","PPM",0,0,0,"Paços de Ferreira","Porto"
"Eiriz","PPD/PSD",40.68,42.82,465,"Paços de Ferreira","Porto"
"Eiriz","PS",38.32,40.33,438,"Paços de Ferreira","Porto"
"Eiriz","B.E.",4.9,5.16,56,"Paços de Ferreira","Porto"
"Eiriz","CDS-PP",3.76,3.96,43,"Paços de Ferreira","Porto"
"Eiriz","PCP-PEV",2.01,2.12,23,"Paços de Ferreira","Porto"
"Eiriz","PAN",1.66,1.75,19,"Paços de Ferreira","Porto"
"Eiriz","R.I.R.",0.7,0.74,8,"Paços de Ferreira","Porto"
"Eiriz","L",0.61,0.64,7,"Paços de Ferreira","Porto"
"Eiriz","IL",0.52,0.55,6,"Paços de Ferreira","Porto"
"Eiriz","PCTP/MRPP",0.44,0.46,5,"Paços de Ferreira","Porto"
"Eiriz","PDR",0.35,0.37,4,"Paços de Ferreira","Porto"
"Eiriz","CH",0.26,0.28,3,"Paços de Ferreira","Porto"
"Eiriz","A",0.17,0.18,2,"Paços de Ferreira","Porto"
"Eiriz","MPT",0.17,0.18,2,"Paços de Ferreira","Porto"
"Eiriz","NC",0.17,0.18,2,"Paços de Ferreira","Porto"
"Eiriz","PNR",0.17,0.18,2,"Paços de Ferreira","Porto"
"Eiriz","PTP",0.09,0.09,1,"Paços de Ferreira","Porto"
"Eiriz","JPP",0,0,0,"Paços de Ferreira","Porto"
"Eiriz","MAS",0,0,0,"Paços de Ferreira","Porto"
"Eiriz","PPM",0,0,0,"Paços de Ferreira","Porto"
"Eiriz","PURP",0,0,0,"Paços de Ferreira","Porto"
"Ferreira","PS",36.68,38.86,771,"Macedo de Cavaleiros","Bragança"
"Ferreira","PPD/PSD",35.78,37.9,752,"Macedo de Cavaleiros","Bragança"
"Ferreira","B.E.",5.9,6.25,124,"Macedo de Cavaleiros","Bragança"
"Ferreira","CDS-PP",5.28,5.59,111,"Macedo de Cavaleiros","Bragança"
"Ferreira","R.I.R.",2.71,2.87,57,"Macedo de Cavaleiros","Bragança"
"Ferreira","PCP-PEV",2.14,2.27,45,"Macedo de Cavaleiros","Bragança"
"Ferreira","PAN",2,2.12,42,"Macedo de Cavaleiros","Bragança"
"Ferreira","L",1.09,1.16,23,"Macedo de Cavaleiros","Bragança"
"Ferreira","CH",0.57,0.6,12,"Macedo de Cavaleiros","Bragança"
"Ferreira","IL",0.52,0.55,11,"Macedo de Cavaleiros","Bragança"
"Ferreira","PCTP/MRPP",0.48,0.5,10,"Macedo de Cavaleiros","Bragança"
"Ferreira","PURP",0.24,0.25,5,"Macedo de Cavaleiros","Bragança"
"Ferreira","A",0.19,0.2,4,"Macedo de Cavaleiros","Bragança"
"Ferreira","PNR",0.19,0.2,4,"Macedo de Cavaleiros","Bragança"
"Ferreira","PTP",0.19,0.2,4,"Macedo de Cavaleiros","Bragança"
"Ferreira","PDR",0.14,0.15,3,"Macedo de Cavaleiros","Bragança"
"Ferreira","JPP",0.1,0.1,2,"Macedo de Cavaleiros","Bragança"
"Ferreira","MAS",0.1,0.1,2,"Macedo de Cavaleiros","Bragança"
"Ferreira","NC",0.1,0.1,2,"Macedo de Cavaleiros","Bragança"
"Ferreira","MPT",0,0,0,"Macedo de Cavaleiros","Bragança"
"Ferreira","PPM",0,0,0,"Macedo de Cavaleiros","Bragança"
"Figueiró","PS",41.97,43.77,559,"Paços de Ferreira","Porto"
"Figueiró","PPD/PSD",33.33,34.77,444,"Paços de Ferreira","Porto"
"Figueiró","B.E.",7.21,7.52,96,"Paços de Ferreira","Porto"
"Figueiró","CDS-PP",4.28,4.46,57,"Paços de Ferreira","Porto"
"Figueiró","PAN",2.78,2.9,37,"Paços de Ferreira","Porto"
"Figueiró","PCP-PEV",2.25,2.35,30,"Paços de Ferreira","Porto"
"Figueiró","R.I.R.",1.05,1.1,14,"Paços de Ferreira","Porto"
"Figueiró","IL",0.6,0.63,8,"Paços de Ferreira","Porto"
"Figueiró","CH",0.45,0.47,6,"Paços de Ferreira","Porto"
"Figueiró","L",0.38,0.39,5,"Paços de Ferreira","Porto"
"Figueiró","PTP",0.38,0.39,5,"Paços de Ferreira","Porto"
"Figueiró","MPT",0.3,0.31,4,"Paços de Ferreira","Porto"
"Figueiró","A",0.23,0.23,3,"Paços de Ferreira","Porto"
"Figueiró","PURP",0.23,0.23,3,"Paços de Ferreira","Porto"
"Figueiró","PCTP/MRPP",0.15,0.16,2,"Paços de Ferreira","Porto"
"Figueiró","PPM",0.15,0.16,2,"Paços de Ferreira","Porto"
"Figueiró","JPP",0.08,0.08,1,"Paços de Ferreira","Porto"
"Figueiró","PNR",0.08,0.08,1,"Paços de Ferreira","Porto"
"Figueiró","MAS",0,0,0,"Paços de Ferreira","Porto"
"Figueiró","NC",0,0,0,"Paços de Ferreira","Porto"
"Figueiró","PDR",0,0,0,"Paços de Ferreira","Porto"
"Freamunde","PS",39.61,41.64,1509,"Paços de Ferreira","Porto"
"Freamunde","PPD/PSD",26.48,27.84,1009,"Paços de Ferreira","Porto"
"Freamunde","PCP-PEV",9.66,10.15,368,"Paços de Ferreira","Porto"
"Freamunde","B.E.",8.11,8.53,309,"Paços de Ferreira","Porto"
"Freamunde","PAN",2.89,3.04,110,"Paços de Ferreira","Porto"
"Freamunde","CDS-PP",2.6,2.73,99,"Paços de Ferreira","Porto"
"Freamunde","R.I.R.",1.55,1.63,59,"Paços de Ferreira","Porto"
"Freamunde","IL",0.87,0.91,33,"Paços de Ferreira","Porto"
"Freamunde","PCTP/MRPP",0.81,0.86,31,"Paços de Ferreira","Porto"
"Freamunde","L",0.71,0.75,27,"Paços de Ferreira","Porto"
"Freamunde","CH",0.6,0.63,23,"Paços de Ferreira","Porto"
"Freamunde","A",0.26,0.28,10,"Paços de Ferreira","Porto"
"Freamunde","PURP",0.24,0.25,9,"Paços de Ferreira","Porto"
"Freamunde","PDR",0.16,0.17,6,"Paços de Ferreira","Porto"
"Freamunde","PPM",0.16,0.17,6,"Paços de Ferreira","Porto"
"Freamunde","PTP",0.13,0.14,5,"Paços de Ferreira","Porto"
"Freamunde","MPT",0.1,0.11,4,"Paços de Ferreira","Porto"
"Freamunde","PNR",0.08,0.08,3,"Paços de Ferreira","Porto"
"Freamunde","JPP",0.05,0.06,2,"Paços de Ferreira","Porto"
"Freamunde","MAS",0.03,0.03,1,"Paços de Ferreira","Porto"
"Freamunde","NC",0.03,0.03,1,"Paços de Ferreira","Porto"
"Meixomil","PPD/PSD",44.39,46.74,854,"Paços de Ferreira","Porto"
"Meixomil","PS",31.6,33.28,608,"Paços de Ferreira","Porto"
"Meixomil","B.E.",4.99,5.25,96,"Paços de Ferreira","Porto"
"Meixomil","CDS-PP",4.78,5.04,92,"Paços de Ferreira","Porto"
"Meixomil","PAN",3.01,3.17,58,"Paços de Ferreira","Porto"
"Meixomil","PCP-PEV",1.72,1.81,33,"Paços de Ferreira","Porto"
"Meixomil","R.I.R.",1.25,1.31,24,"Paços de Ferreira","Porto"
"Meixomil","L",0.94,0.99,18,"Paços de Ferreira","Porto"
"Meixomil","IL",0.62,0.66,12,"Paços de Ferreira","Porto"
"Meixomil","CH",0.57,0.6,11,"Paços de Ferreira","Porto"
"Meixomil","A",0.26,0.27,5,"Paços de Ferreira","Porto"
"Meixomil","PTP",0.21,0.22,4,"Paços de Ferreira","Porto"
"Meixomil","PCTP/MRPP",0.16,0.16,3,"Paços de Ferreira","Porto"
"Meixomil","PDR",0.16,0.16,3,"Paços de Ferreira","Porto"
"Meixomil","PNR",0.1,0.11,2,"Paços de Ferreira","Porto"
"Meixomil","PURP",0.1,0.11,2,"Paços de Ferreira","Porto"
"Meixomil","JPP",0.05,0.05,1,"Paços de Ferreira","Porto"
"Meixomil","MPT",0.05,0.05,1,"Paços de Ferreira","Porto"
"Meixomil","MAS",0,0,0,"Paços de Ferreira","Porto"
"Meixomil","NC",0,0,0,"Paços de Ferreira","Porto"
"Meixomil","PPM",0,0,0,"Paços de Ferreira","Porto"
"Penamaior","PPD/PSD",46.45,48.71,850,"Paços de Ferreira","Porto"
"Penamaior","PS",30.93,32.44,566,"Paços de Ferreira","Porto"
"Penamaior","B.E.",5.25,5.5,96,"Paços de Ferreira","Porto"
"Penamaior","CDS-PP",4.59,4.81,84,"Paços de Ferreira","Porto"
"Penamaior","PCP-PEV",1.86,1.95,34,"Paços de Ferreira","Porto"
"Penamaior","PAN",1.42,1.49,26,"Paços de Ferreira","Porto"
"Penamaior","R.I.R.",1.2,1.26,22,"Paços de Ferreira","Porto"
"Penamaior","IL",0.77,0.8,14,"Paços de Ferreira","Porto"
"Penamaior","L",0.71,0.74,13,"Paços de Ferreira","Porto"
"Penamaior","MPT",0.38,0.4,7,"Paços de Ferreira","Porto"
"Penamaior","PCTP/MRPP",0.38,0.4,7,"Paços de Ferreira","Porto"
"Penamaior","PNR",0.33,0.34,6,"Paços de Ferreira","Porto"
"Penamaior","CH",0.27,0.29,5,"Paços de Ferreira","Porto"
"Penamaior","A",0.22,0.23,4,"Paços de Ferreira","Porto"
"Penamaior","PDR",0.22,0.23,4,"Paços de Ferreira","Porto"
"Penamaior","PTP",0.16,0.17,3,"Paços de Ferreira","Porto"
"Penamaior","PPM",0.11,0.11,2,"Paços de Ferreira","Porto"
"Penamaior","JPP",0.05,0.06,1,"Paços de Ferreira","Porto"
"Penamaior","PURP",0.05,0.06,1,"Paços de Ferreira","Porto"
"Penamaior","MAS",0,0,0,"Paços de Ferreira","Porto"
"Penamaior","NC",0,0,0,"Paços de Ferreira","Porto"
"Raimonda","PS",41.45,43.18,548,"Paços de Ferreira","Porto"
"Raimonda","PPD/PSD",34.64,36.09,458,"Paços de Ferreira","Porto"
"Raimonda","B.E.",6.81,7.09,90,"Paços de Ferreira","Porto"
"Raimonda","CDS-PP",3.03,3.15,40,"Paços de Ferreira","Porto"
"Raimonda","PCP-PEV",2.8,2.92,37,"Paços de Ferreira","Porto"
"Raimonda","PAN",2.72,2.84,36,"Paços de Ferreira","Porto"
"Raimonda","R.I.R.",0.91,0.95,12,"Paços de Ferreira","Porto"
"Raimonda","CH",0.68,0.71,9,"Paços de Ferreira","Porto"
"Raimonda","IL",0.53,0.55,7,"Paços de Ferreira","Porto"
"Raimonda","L",0.45,0.47,6,"Paços de Ferreira","Porto"
"Raimonda","PCTP/MRPP",0.38,0.39,5,"Paços de Ferreira","Porto"
"Raimonda","A",0.3,0.32,4,"Paços de Ferreira","Porto"
"Raimonda","PDR",0.3,0.32,4,"Paços de Ferreira","Porto"
"Raimonda","PTP",0.3,0.32,4,"Paços de Ferreira","Porto"
"Raimonda","JPP",0.15,0.16,2,"Paços de Ferreira","Porto"
"Raimonda","PNR",0.15,0.16,2,"Paços de Ferreira","Porto"
"Raimonda","PURP",0.15,0.16,2,"Paços de Ferreira","Porto"
"Raimonda","MAS",0.08,0.08,1,"Paços de Ferreira","Porto"
"Raimonda","MPT",0.08,0.08,1,"Paços de Ferreira","Porto"
"Raimonda","PPM",0.08,0.08,1,"Paços de Ferreira","Porto"
"Raimonda","NC",0,0,0,"Paços de Ferreira","Porto"
"Seroa","PPD/PSD",42.39,44.35,593,"Paços de Ferreira","Porto"
"Seroa","PS",32.02,33.51,448,"Paços de Ferreira","Porto"
"Seroa","B.E.",7.15,7.48,100,"Paços de Ferreira","Porto"
"Seroa","CDS-PP",4,4.19,56,"Paços de Ferreira","Porto"
"Seroa","PAN",2.36,2.47,33,"Paços de Ferreira","Porto"
"Seroa","PCP-PEV",1.86,1.94,26,"Paços de Ferreira","Porto"
"Seroa","R.I.R.",1.5,1.57,21,"Paços de Ferreira","Porto"
"Seroa","CH",0.86,0.9,12,"Paços de Ferreira","Porto"
"Seroa","PCTP/MRPP",0.71,0.75,10,"Paços de Ferreira","Porto"
"Seroa","IL",0.5,0.52,7,"Paços de Ferreira","Porto"
"Seroa","L",0.5,0.52,7,"Paços de Ferreira","Porto"
"Seroa","MPT",0.36,0.37,5,"Paços de Ferreira","Porto"
"Seroa","PURP",0.36,0.37,5,"Paços de Ferreira","Porto"
"Seroa","NC",0.29,0.3,4,"Paços de Ferreira","Porto"
"Seroa","PNR",0.29,0.3,4,"Paços de Ferreira","Porto"
"Seroa","A",0.21,0.22,3,"Paços de Ferreira","Porto"
